Have,Want,Trade,Name,Set,Low,Mid,High
1,0,0,Farfetch'd,Base Set,$0.24,$0.57,$6.49
1,0,0,Farfetch'd,Base Set 2,$0.16,$0.40,$2.00
1,0,0,Fearow - [Holofoil],XY Promos,$4.99,$9.35,$33.00
1,0,0,Feebas,Supreme Victors,$0.23,$0.39,$8.99
1,0,0,Falinks - [Holofoil],SWSH10: Astral Radiance Trainer Gallery,$0.20,$0.99,$6.23
3,0,0,Falinks,SWSH11: Lost Origin,$0.01,$0.05,$999.00
3,0,0,Falinks (154),SWSH08: Fusion Strike,$0.01,$0.06,$1.28
1,0,0,Fairy Charm Ability,SM - Unbroken Bonds,$0.03,$0.18,$5.01
1,0,0,Exploud,SWSH04: Vivid Voltage,$0.03,$0.13,$2.00
3,0,0,Excadrill,SWSH08: Fusion Strike,$0.01,$0.06,$2.00
2,0,0,Excadrill - [Reverse Holofoil],SWSH08: Fusion Strike,$0.09,$0.16,$1.36
2,0,0,Exeggcute,SWSH04: Vivid Voltage,$0.01,$0.09,$2.00
2,0,0,Exeggcute,Crown Zenith,$0.01,$0.05,$1.00
1,0,0,Exeggcute - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.10,$3.99
1,0,0,Energy Loto - [Reverse Holofoil],SWSH10: Astral Radiance,$0.08,$0.24,$5.39
3,0,0,Energy Retrieval,Crown Zenith,$0.01,$0.10,$1.37
2,0,0,Energy Search,Diamond and Pearl,$0.02,$0.20,$3.50
1,0,0,Entei - [Holofoil],SWSH05: Battle Styles,$0.08,$0.27,$9.99
2,0,0,Entei - [Holofoil],Crown Zenith,$0.12,$0.25,$999.99
2,0,0,Emolga,Emerging Powers,$0.15,$0.30,$19.99
1,0,0,Empoleon - [Holofoil],SWSH09: Brilliant Stars,$0.01,$0.19,$2.95
2,0,0,Electabuzz,SWSH09: Brilliant Stars,$0.01,$0.05,$1.28
1,0,0,Electabuzz - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.03,$0.14,$2.00
1,0,0,Electabuzz,SV: Scarlet & Violet 151,$0.01,$0.08,"$10,000.00"
1,0,0,Electabuzz - [Holofoil],SV: Scarlet & Violet 151,$0.00,$0.00,$0.00
1,0,0,Electric Generator - [Reverse Holofoil],SV01: Scarlet & Violet Base Set,$0.09,$0.28,$3.99
1,0,0,Electric Generator - [Reverse Holofoil],SV: Paldean Fates,$0.03,$0.18,$3.99
5,0,0,Electric Generator,SV: Paldean Fates,$0.01,$0.10,$5.00
1,0,0,Electrike,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
6,0,0,Electrike,SWSH11: Lost Origin,$0.01,$0.05,$2.00
1,0,0,Electrode,Secret Wonders,$0.17,$0.38,$1.44
1,0,0,Electrode,Triumphant,$0.09,$0.30,$1.34
3,0,0,Electrode,SV02: Paldea Evolved,$0.01,$0.06,$2.95
3,0,0,Elgyem,SWSH12: Silver Tempest,$0.01,$0.05,$1.28
4,0,0,Eiscue,SWSH07: Evolving Skies,$0.01,$0.10,$1.00
1,0,0,Ekans,SV: Scarlet & Violet 151,$0.01,$0.08,"$10,000.00"
1,0,0,Eevee - 043 - [Holofoil],SV: Scarlet & Violet Promo Cards,$0.49,$0.83,$5.95
2,0,0,Dyna Tree Hill,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
1,0,0,Earthen Seal Stone - [Holofoil],SWSH12: Silver Tempest,$0.01,$0.20,$999.99
1,0,0,Earthen Vessel,SV04: Paradox Rift,$1.99,$3.80,$11.97
1,0,0,Dunsparce,Mysterious Treasures,$0.14,$0.34,$3.44
1,0,0,Duosion,Black and White,$0.10,$0.57,$2.98
7,0,0,Duskull,SWSH09: Brilliant Stars,$0.01,$0.05,$2.00
1,0,0,Ducklett - [Reverse Holofoil],Black and White,$0.20,$1.23,$3.95
1,0,0,Dugtrio,SWSH01: Sword & Shield Base Set,$0.01,$0.15,$1.28
1,0,0,Dugtrio,SV: Scarlet & Violet 151,$0.01,$0.10,$1.35
2,0,0,Drifblim,Supreme Victors,$0.07,$0.30,$1.78
1,0,0,Drifblim - [Reverse Holofoil],Legends Awakened,$0.20,$0.94,$1.49
1,0,0,Drifloon,Supreme Victors,$0.02,$0.25,$1.58
1,0,0,Drilbur - 8/12 - [Holofoil],McDonald's Promos 2012,$1.72,$5.40,$9.00
1,0,0,Drizzile (056),SWSH01: Sword & Shield Base Set,$0.05,$0.25,$7.95
1,0,0,Drone Rotom - [Reverse Holofoil],SWSH04: Vivid Voltage,$0.03,$0.17,$2.00
1,0,0,Drops in the Ocean - [Holofoil],Trading Card Game Classic,$0.02,$0.25,$6.24
1,0,0,Drowzee - [Reverse Holofoil],SV: Scarlet & Violet 151,$0.01,$0.15,$10.00
1,0,0,Drakloak,SWSH08: Fusion Strike,$0.01,$0.10,$1.28
1,0,0,Drakloak,SWSH12: Silver Tempest,$0.01,$0.06,$1.28
3,0,0,Dratini,SWSH12: Silver Tempest,$0.01,$0.05,$1.28
2,0,0,Dratini - 052/109,Team Rocket Returns,$0.20,$0.47,$1.55
1,0,0,Dracovish V - [Holofoil],SWSH09: Brilliant Stars,$0.22,$0.75,$5.95
1,0,0,Donphan,Secret Wonders,$0.05,$0.28,$3.43
2,0,0,Doublade,SM - Unified Minds,$0.08,$0.20,$4.99
3,0,0,Double Turbo Energy,SWSH09: Brilliant Stars,$0.05,$0.25,$990.00
1,0,0,Doduo,Supreme Victors,$0.14,$0.26,$1.41
2,0,0,Doduo,XY Base Set,$0.03,$0.20,$1.32
3,0,0,Doctor,SWSH06: Chilling Reign,$0.01,$0.10,$2.99
2,0,0,Diggersby,SWSH08: Fusion Strike,$0.01,$0.08,$1.30
4,0,0,Digging Gloves,SWSH07: Evolving Skies,$0.01,$0.10,$3.00
1,0,0,Diglett - [Reverse Holofoil],SWSH03: Darkness Ablaze,$0.06,$0.15,$2.00
4,0,0,Diglett,SWSH06: Chilling Reign,$0.01,$0.07,$5.00
2,0,0,Dewpider,SWSH08: Fusion Strike,$0.01,$0.06,$1.28
1,0,0,Deoxys (Delta Species - Normal Forme) - [Holofoil],Holon Phantoms,$10.06,$13.79,$22.99
1,0,0,Delivery Drone,SV02: Paldea Evolved,$0.01,$0.09,$2.95
1,0,0,Delivery Drone - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.10,$2.99
1,0,0,Dedenne,SM - Forbidden Light,$0.18,$0.35,$4.99
1,0,0,Dedenne,SWSH12: Silver Tempest,$0.01,$0.07,$1.28
2,0,0,Dedenne (84),SM - Lost Thunder,$0.04,$0.20,$1.36
2,0,0,Deerling,Black and White,$0.04,$0.24,$1.31
5,0,0,Dartrix,SWSH10: Astral Radiance,$0.01,$0.08,$999.00
1,0,0,Darumaka,SM - Unbroken Bonds,$0.04,$0.16,$1.00
2,0,0,Darumaka (24),Black and White,$0.13,$0.38,$20.31
1,0,0,Dark Sylveon V - SWSH134 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.35,$0.99,$49.99
5,0,0,Cyclizar,McDonald's Promos 2023,$0.04,$0.13,$10.00
1,0,0,Cyclizar - 164/198 - [Holofoil],SV01: Scarlet & Violet Base Set,$0.01,$0.13,$5.00
4,0,0,Cyndaquil,SWSH10: Astral Radiance,$0.01,$0.07,$999.00
1,0,0,Cyrus's Initiative,Supreme Victors,$0.10,$0.33,$1.37
7,0,0,Cutiefly,SWSH07: Evolving Skies,$0.01,$0.06,$3.00
1,0,0,Cutiefly - 10/12 - [Holofoil],McDonald's Promos 2017,$3.00,$3.93,$11.00
3,0,0,Cubchoo,SWSH09: Brilliant Stars,$0.01,$0.05,$1.00
1,0,0,Cubchoo,SV03: Obsidian Flames,$0.01,$0.07,$2.95
4,0,0,Cufant,SWSH08: Fusion Strike,$0.01,$0.08,$1.29
1,0,0,Crushing Hammer,SWSH01: Sword & Shield Base Set,$0.01,$0.15,$3.01
3,0,0,Cryogonal,SWSH07: Evolving Skies,$0.01,$0.10,$1.28
1,0,0,Cryogonal (32),Noble Victories,$0.19,$0.29,$5.76
3,0,0,Croagunk,Arceus,$0.10,$0.25,$2.00
1,0,0,Croagunk,POP Series 8,$0.20,$0.43,$1.25
1,0,0,Croagunk,SV01: Scarlet & Violet Base Set,$0.01,$0.10,$2.95
3,0,0,Cramorant,Shining Fates,$0.01,$0.08,$5.00
3,0,0,Corviknight,SV02: Paldea Evolved,$0.01,$0.07,$2.95
3,0,0,Corviknight - [Reverse Holofoil],SV02: Paldea Evolved,$0.04,$0.15,$15.00
4,0,0,Corvisquire,SV02: Paldea Evolved,$0.01,$0.07,$2.95
1,0,0,Corvisquire - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.15,$16.00
2,0,0,Cosmoem - [Holofoil],Celebrations,$0.01,$0.15,$5.00
1,0,0,Cosmog - [Holofoil],Celebrations,$0.01,$0.15,$5.00
1,0,0,Counter Catcher,SV04: Paradox Rift,$0.80,$1.50,$6.38
1,0,0,Counter Catcher - [Reverse Holofoil],SV04: Paradox Rift,$1.25,$2.49,$11.98
1,0,0,Cover Fossil,Noble Victories,$0.15,$0.30,$8.99
5,0,0,Cook,SWSH08: Fusion Strike,$0.01,$0.10,$2.81
4,0,0,Collapsed Stadium,SWSH09: Brilliant Stars,$0.04,$0.18,$2.00
1,0,0,Colress's Experiment - [Reverse Holofoil],SWSH11: Lost Origin,$0.04,$0.31,$9.95
1,0,0,Colress's Experiment,SWSH11: Lost Origin,$0.04,$0.20,$4.99
1,0,0,Cloyster,SWSH08: Fusion Strike,$0.02,$0.15,$2.00
1,0,0,Cobalion,SWSH12: Silver Tempest,$0.01,$0.13,$5.00
1,0,0,Claw Fossil,Legend Maker,$0.09,$0.25,$1.49
2,0,0,Claydol,SWSH05: Battle Styles,$0.01,$0.11,$2.00
2,0,0,Clefable,SWSH09: Brilliant Stars,$0.01,$0.10,$4.00
1,0,0,Clefairy,SWSH04: Vivid Voltage,$0.01,$0.09,$2.00
4,0,0,Clefairy,SWSH11: Lost Origin,$0.01,$0.08,$2.00
1,0,0,Cleffa,Diamond and Pearl,$0.09,$0.45,$2.53
1,0,0,Clamperl,SM - Celestial Storm,$0.04,$0.20,$2.00
3,0,0,Clamperl,SWSH08: Fusion Strike,$0.01,$0.07,$2.00
1,0,0,Choy,SWSH10: Astral Radiance,$0.01,$0.10,$4.00
1,0,0,Cinderace - [Reverse Holofoil],SWSH06: Chilling Reign,$0.10,$0.26,$3.78
1,0,0,Chikorita,Call of Legends,$0.15,$0.33,$8.99
1,0,0,Chikorita (53) - [Unlimited],Neo Genesis,$0.30,$0.55,$5.98
8,0,0,Chimecho,SWSH09: Brilliant Stars,$0.01,$0.05,$1.05
1,0,0,Chatot,SWSH02: Rebel Clash,$0.01,$0.10,$1.29
1,0,0,Cherubi,Arceus,$0.10,$0.25,$3.23
1,0,0,Cherubi,POP Series 6,$1.97,$2.49,$5.38
1,0,0,Charcadet - 014/091 - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.10,$1.50
1,0,0,Charizard - [Holofoil],Secret Wonders,$57.01,$114.57,$179.99
2,0,0,Charizard - [Reverse Holofoil],Pokemon GO,$0.75,$1.79,$19.95
3,0,0,Charizard - [Holofoil],Pokemon GO,$0.25,$1.35,$19.99
1,0,0,Charizard ex - 056 - [Holofoil],SV: Scarlet & Violet Promo Cards,$2.00,$4.37,$19.99
2,0,0,Charjabug,SWSH02: Rebel Clash,$0.01,$0.10,$1.53
5,0,0,Charmander,Pokemon GO,$0.01,$0.11,$2.00
2,0,0,Charmander - [Reverse Holofoil],Pokemon GO,$0.08,$0.33,$2.00
1,0,0,Charmander - 047 (Cosmos Holo) - [Holofoil],SV: Scarlet & Violet Promo Cards,$0.50,$1.20,$999.99
8,0,0,Charmeleon - 008/091,SV: Paldean Fates,$0.01,$0.10,$25.00
1,0,0,Chandelure VMAX - [Holofoil],SWSH08: Fusion Strike,$0.49,$1.40,$20.00
1,0,0,Ceruledge - 040/091 - [Holofoil],SV: Paldean Fates,$0.01,$0.10,$5.00
1,0,0,Ceruledge - 040/091 - [Reverse Holofoil],SV: Paldean Fates,$0.03,$0.15,$5.00
1,0,0,Cetitan,SV01: Scarlet & Violet Base Set,$0.01,$0.08,$5.02
1,0,0,Cetitan - [Holofoil],McDonald's Promos 2023,$0.25,$0.44,$2.48
1,0,0,Cetoddle - 053/193 - [Reverse Holofoil],SV02: Paldea Evolved,$0.03,$0.15,$2.95
3,0,0,Cetoddle - 053/193,SV02: Paldea Evolved,$0.01,$0.09,$2.95
4,0,0,Castform,SWSH09: Brilliant Stars,$0.01,$0.06,$1.28
1,0,0,Castform - [Holofoil],SWSH11: Lost Origin Trainer Gallery,$0.10,$0.67,$5.00
1,0,0,Caterpie,SM - Unbroken Bonds,$0.04,$0.15,$1.35
2,0,0,Carkol,SWSH02: Rebel Clash,$0.01,$0.10,$0.99
1,0,0,Carvanha,Secret Wonders,$0.10,$0.25,$1.39
1,0,0,Carvanha,SM - Guardians Rising,$0.01,$0.10,$2.00
4,0,0,Carvanha,SWSH07: Evolving Skies,$0.01,$0.06,$1.00
1,0,0,Cascoon,SWSH11: Lost Origin,$0.01,$0.07,$999.00
4,0,0,Carbink (117),SM - Lost Thunder,$0.05,$0.21,$1.36
2,0,0,Candela,Pokemon GO,$0.01,$0.10,$2.00
1,0,0,Capsakid - 024/197,SV03: Obsidian Flames,$0.01,$0.06,$2.95
2,0,0,Capsakid - 027/198,SV01: Scarlet & Violet Base Set,$0.01,$0.07,$2.95
3,0,0,Cacnea,Power Keepers,$0.10,$0.25,$1.47
2,0,0,Cacnea,Shining Fates,$0.01,$0.08,$2.00
1,0,0,Cafe Master - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.04,$0.15,$2.00
1,0,0,Cafe Master,SWSH09: Brilliant Stars,$0.01,$0.10,$1.29
2,0,0,Calamitous Wasteland - [Reverse Holofoil],SV02: Paldea Evolved,$0.03,$0.15,$2.95
1,0,0,Calamitous Wasteland,SV02: Paldea Evolved,$0.01,$0.10,$2.95
1,0,0,Butterfree - [Reverse Holofoil],SWSH08: Fusion Strike,$0.06,$0.25,$2.00
1,0,0,Bulbasaur,Shining Legends,$0.05,$0.35,$2.50
5,0,0,Bulbasaur,Pokemon GO,$0.01,$0.10,$2.00
1,0,0,Buneary,Legends Awakened,$0.17,$0.25,$18.11
2,0,0,Bunnelby,SWSH03: Darkness Ablaze,$0.01,$0.10,$4.02
2,0,0,Burmy Plant Cloak,Arceus,$0.10,$0.28,$4.50
2,0,0,Burmy Trash Cloak,Arceus,$0.06,$0.25,$2.12
1,0,0,Bubble Coat,Legends Awakened,$0.15,$0.42,$1.47
1,0,0,Buffer Piece,Arceus,$0.09,$0.24,$1.37
1,0,0,Buizel,Shining Fates,$0.01,$0.06,$2.00
1,0,0,Buizel,SV03: Obsidian Flames,$0.01,$0.05,$2.95
2,0,0,Bronzor,SWSH10: Astral Radiance,$0.01,$0.06,$1.00
1,0,0,Brambleghast - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.15,$2.95
2,0,0,Brambleghast,SV02: Paldea Evolved,$0.01,$0.08,$2.95
1,0,0,Breloom,Secret Wonders,$0.16,$0.47,$5.71
2,0,0,Boss's Orders - 172/193 - [Holofoil],SV02: Paldea Evolved,$0.25,$0.68,$34.00
1,0,0,Boldore (52),Emerging Powers,$0.09,$0.25,$8.99
1,0,0,Bombirdier - 138/198,SV01: Scarlet & Violet Base Set,$0.01,$0.08,$2.95
3,0,0,Blipbug,SWSH11: Lost Origin,$0.01,$0.05,$999.00
2,0,0,Blitzle,SM - Lost Thunder,$0.04,$0.15,$1.35
1,0,0,Blitzle (41),Black and White,$0.07,$0.24,$19.58
3,0,0,Blastoise - [Holofoil],Pokemon GO,$0.13,$0.53,$9.99
1,0,0,Bisharp,SWSH01: Sword & Shield Base Set,$0.01,$0.10,$1.30
3,0,0,Bisharp,Crown Zenith,$0.01,$0.05,$0.99
1,0,0,Black Kyurem - [Holofoil],SM - Cosmic Eclipse,$0.30,$0.64,$2.00
2,0,0,Bibarel - [Holofoil],Crown Zenith: Galarian Gallery,$1.48,$3.09,$19.99
2,0,0,Bidoof,Supreme Victors,$0.15,$0.30,$8.18
3,0,0,Bidoof,SWSH09: Brilliant Stars,$0.01,$0.10,$2.00
1,0,0,Bidoof - [Holofoil],Crown Zenith: Galarian Gallery,$1.89,$3.49,$11.02
1,0,0,Big Air Balloon,SV: Scarlet & Violet 151,$0.01,$0.10,$4.00
3,0,0,Bill,Base Set 2,$0.09,$0.25,$1.44
1,0,0,Billowing Smoke,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.54
2,0,0,Beldum,Unleashed,$0.05,$0.25,$1.32
1,0,0,Beldum,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
2,0,0,Bellsprout,SM - Guardians Rising,$0.01,$0.15,$2.00
1,0,0,Beach Court,SV01: Scarlet & Violet Base Set,$0.01,$0.13,$3.95
1,0,0,Beautifly,SM - Lost Thunder,$0.15,$0.35,$1.99
1,0,0,Bebe's Search,Secret Wonders,$0.10,$0.30,$1.49
1,0,0,Bede - [Holofoil],Crown Zenith,$0.03,$0.22,$2.95
3,0,0,Barry,SWSH09: Brilliant Stars,$0.01,$0.09,$1.28
1,0,0,Barbaracle - [Reverse Holofoil],SWSH11: Lost Origin,$0.05,$0.20,$2.00
1,0,0,Barbaracle - [Holofoil],SWSH11: Lost Origin,$0.05,$0.19,$2.00
1,0,0,Banette,Secret Wonders,$0.50,$0.90,$2.23
1,0,0,Banette,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
1,0,0,Banette ex - 229/198 - [Holofoil],SV01: Scarlet & Violet Base Set,$0.75,$2.20,$20.00
1,0,0,Azelf,Plasma Blast,$0.20,$0.40,$3.08
1,0,0,Azumarill,Team Rocket Returns,$0.00,$0.00,$0.00
1,0,0,Audino,Black and White,$0.10,$0.25,$18.49
1,0,0,Armor Fossil,Mysterious Treasures,$0.01,$0.22,$3.50
2,0,0,Aromatic Grass Energy,SWSH04: Vivid Voltage,$0.01,$0.10,$1.23
1,0,0,Aron,Mysterious Treasures,$0.25,$0.57,$8.99
4,0,0,Aron,SWSH06: Chilling Reign,$0.01,$0.06,$2.00
2,0,0,Artazon,SV02: Paldea Evolved,$0.01,$0.18,$5.08
1,0,0,Ariados,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
2,0,0,Araquanid,SWSH12: Silver Tempest,$0.01,$0.06,$1.50
2,0,0,Arboliva - [Holofoil],SV01: Scarlet & Violet Base Set,$0.01,$0.12,$5.95
4,0,0,Arc Phone,SWSH11: Lost Origin,$0.01,$0.08,$999.00
2,0,0,Annihilape - 171/091 - [Holofoil],SV: Paldean Fates,$2.20,$3.10,$9.90
2,0,0,Ambipom,XY - Steam Siege,$0.02,$0.15,$2.00
7,0,0,Ambipom,Pokemon GO,$0.01,$0.06,$2.00
1,0,0,Ambipom,SWSH11: Lost Origin,$0.01,$0.06,$999.00
1,0,0,Ambipom G,Rising Rivals,$0.20,$0.29,$1.47
1,0,0,Alolan Exeggutor V - SWSH225 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.24,$0.74,$5.95
1,0,0,Alolan Grimer,SM Base Set,$0.02,$0.12,$1.35
1,0,0,Alolan Vulpix V - 033/195 (Holiday Calendar) - [Holofoil],Miscellaneous Cards & Products,$0.35,$0.65,$999.99
1,0,0,Aerodactyl,Arceus,$0.83,$1.18,$3.77
1,0,0,Aipom,Triumphant,$0.12,$0.25,$1.80
6,0,0,Aipom,Pokemon GO,$0.01,$0.05,$2.00
1,0,0,Aipom - [Reverse Holofoil],Pokemon GO,$0.05,$0.21,$2.00
1,0,0,Air Balloon,SWSH01: Sword & Shield Base Set,$0.03,$0.18,$2.00
1,0,0,Aegislash,SWSH02: Rebel Clash,$0.08,$0.25,$2.00
1,0,0,Aegislash - 134/182 - [Holofoil],SV04: Paradox Rift,$0.01,$0.10,"$10,000.00"
2,0,0,Absol,SV04: Paradox Rift,$0.01,$0.08,$2.95
1,0,0,Zoroark,Black and White,$0.00,$0.00,$0.00
2,0,0,Zorua,Black and White,$0.05,$0.30,$5.18
1,0,0,Zygarde - [Reverse Holofoil],SWSH12: Silver Tempest,$0.09,$0.25,$5.00
1,0,0,Zapdos - [Holofoil],Pokemon GO,$0.16,$0.42,$999.99
1,0,0,Zapdos - [Reverse Holofoil],Pokemon GO,$0.25,$0.52,$4.25
1,0,0,Zapdos ex - 202/165 - [Holofoil],SV: Scarlet & Violet 151,$35.52,$44.95,$150.00
2,0,0,Zisu,SWSH10: Astral Radiance,$0.01,$0.10,$2.00
4,0,0,Yungoos,Crown Zenith,$0.01,$0.05,$0.99
1,0,0,Yungoos - [Reverse Holofoil],Crown Zenith,$0.10,$0.26,$1.99
1,0,0,Zangoose,Great Encounters,$0.15,$0.35,$5.74
1,0,0,Yamper - [Reverse Holofoil],SWSH05: Battle Styles,$0.02,$0.20,$2.00
1,0,0,Yanma,SWSH04: Vivid Voltage,$0.01,$0.09,$2.00
1,0,0,Yanmega,SM - Unified Minds,$0.02,$0.20,$4.99
2,0,0,Yell Horn,SWSH03: Darkness Ablaze,$0.01,$0.13,$2.00
5,0,0,Xatu - 026/091 - [Holofoil],SV: Paldean Fates,$0.02,$0.15,$5.00
1,0,0,Wormadam (10) - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.03,$0.15,$2.00
1,0,0,Wormadam Plant Cloak,Secret Wonders,$0.49,$0.72,$1.49
1,0,0,Wormadam Sandy Cloak,POP Series 7,$1.49,$2.50,$4.99
2,0,0,Wurmple,SWSH11: Lost Origin,$0.01,$0.06,$2.00
5,0,0,Wooloo,Crown Zenith,$0.01,$0.05,$11.00
4,0,0,Wooloo (221),SWSH08: Fusion Strike,$0.01,$0.06,$1.50
1,0,0,Wooper,Team Rocket Returns,$0.19,$0.43,$4.51
1,0,0,Wimpod,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
1,0,0,Wingull,XY - Roaring Skies,$0.01,$0.10,$2.00
1,0,0,Wingull (81),Arceus,$0.03,$0.25,$8.99
1,0,0,Whismur,Great Encounters,$0.10,$0.24,$1.45
2,0,0,Whismur,SV04: Paradox Rift,$0.01,$0.06,$5.00
1,0,0,Weepinbell,Legends Awakened,$0.10,$0.33,$8.76
1,0,0,Wartortle - 008/165 - [Reverse Holofoil],SV: Scarlet & Violet 151,$0.05,$0.22,$4.95
1,0,0,Watchog,SM - Guardians Rising,$0.02,$0.20,$1.39
3,0,0,Wattrel - 081/193,SV02: Paldea Evolved,$0.01,$0.08,$5.00
1,0,0,Wattrel - 081/193 - [Reverse Holofoil],SV02: Paldea Evolved,$0.03,$0.15,$2.95
4,0,0,Weavile - [Holofoil],SV02: Paldea Evolved,$0.01,$0.10,$2.95
2,0,0,Vullaby,Black and White,$0.10,$0.25,$18.49
1,0,0,Vullaby,SWSH02: Rebel Clash,$0.01,$0.10,$1.41
2,0,0,Vulpix (28),SWSH08: Fusion Strike,$0.01,$0.08,$1.30
1,0,0,Wailmer - [Reverse Holofoil],Crown Zenith,$0.05,$0.25,$2.00
2,0,0,Wailmer,Crown Zenith,$0.01,$0.06,$0.99
1,0,0,Volcarona - [Reverse Holofoil],Noble Victories,$0.99,$1.84,$2.24
1,0,0,Volcarona (Team Plasma) - [Reverse Holofoil],Plasma Blast,$0.25,$0.80,$5.98
3,0,0,Voltorb,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
1,0,0,Vespiquen - [Reverse Holofoil],SV02: Paldea Evolved,$0.04,$0.15,$2.95
1,0,0,Vespiquen,SV02: Paldea Evolved,$0.01,$0.06,$2.95
1,0,0,Vigoroth,Platinum,$0.18,$0.30,$2.99
2,0,0,Venipede,SWSH06: Chilling Reign,$0.01,$0.08,$2.00
1,0,0,Venomoth,SWSH12: Silver Tempest,$0.01,$0.08,$1.28
2,0,0,Venusaur - [Holofoil],Pokemon GO,$0.10,$0.38,$999.99
1,0,0,Venusaur - [Reverse Holofoil],Pokemon GO,$0.20,$0.47,$5.34
1,0,0,Vanillite - [Reverse Holofoil],SV04: Paradox Rift,$0.02,$0.10,"$10,000.00"
2,0,0,Vanillite,SV04: Paradox Rift,$0.01,$0.06,$2.95
1,0,0,Vaporeon V - SWSH150 - [Holofoil],SWSH: Sword & Shield Promo Cards,$1.00,$2.24,$12.95
4,0,0,Varoom - 064/091 - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.10,$10.00
2,0,0,Ursaring,SWSH07: Evolving Skies,$0.01,$0.08,$1.05
1,0,0,Ursaring,SWSH10: Astral Radiance,$0.01,$0.10,$1.00
1,0,0,Upper Energy,Rising Rivals,$0.24,$0.39,$1.47
1,0,0,Unown [C],Diamond and Pearl,$0.30,$0.70,$6.47
1,0,0,Unfezant,Black and White,$0.20,$0.38,$7.10
1,0,0,Unfezant,SV05: Temporal Forces,$0.01,$0.08,$2.95
1,0,0,Unidentified Fossil,SWSH12: Silver Tempest,$0.01,$0.10,$1.28
1,0,0,Unidentified Fossil - [Reverse Holofoil],SWSH12: Silver Tempest,$0.04,$0.15,$1.09
1,0,0,Ultimate Zone - [Reverse Holofoil],Arceus,$0.45,$0.73,$0.76
3,0,0,Ultra Ball,SWSH09: Brilliant Stars,$0.01,$0.15,$2.99
6,0,0,Tympole,SWSH07: Evolving Skies,$0.01,$0.06,$1.00
2,0,0,Tynamo,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
1,0,0,Tynamo,SWSH11: Lost Origin,$0.01,$0.06,$1.00
1,0,0,Type: Null,SM - Cosmic Eclipse,$0.04,$0.20,$1.31
5,0,0,Turtwig,SWSH09: Brilliant Stars,$0.01,$0.07,$4.99
1,0,0,Trumbeak,SM Base Set,$0.01,$0.10,$2.00
1,0,0,Tropius,Mysterious Treasures,$0.16,$0.26,$1.95
2,0,0,Treecko (79),Arceus,$0.10,$0.26,$8.99
1,0,0,Toxicroak,Mysterious Treasures,$0.29,$0.72,$2.01
1,0,0,Toxicroak,SWSH12: Silver Tempest,$0.01,$0.08,$1.28
7,0,0,Trapinch,SWSH09: Brilliant Stars,$0.01,$0.05,$1.50
1,0,0,Toxapex,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
3,0,0,Toxel,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.41
1,0,0,Toedscool - 004/091 - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.10,$2.00
1,0,0,Toedscool - 201/198 - [Holofoil],SV01: Scarlet & Violet Base Set,$1.77,$2.99,$9.99
1,0,0,Togetic - [Reverse Holofoil],SWSH10: Astral Radiance,$0.02,$0.16,$2.00
2,0,0,Torchic,Power Keepers,$0.10,$0.25,$1.51
3,0,0,Tinkaton - [Holofoil],SV02: Paldea Evolved,$0.01,$0.15,$10.00
3,0,0,Thwackey,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
4,0,0,Timburr (59),Black and White,$0.15,$0.25,$1.59
4,0,0,Thievul,SWSH07: Evolving Skies,$0.01,$0.14,$2.00
1,0,0,Thievul - [Reverse Holofoil],SWSH07: Evolving Skies,$0.01,$0.19,$2.00
1,0,0,Tentacruel,SM - Unbroken Bonds,$0.04,$0.18,$1.32
1,0,0,Tatsugiri,SV01: Scarlet & Violet Base Set,$0.01,$0.07,$2.95
1,0,0,Technical Machine: Crisis Punch - [Reverse Holofoil],SV: Paldean Fates,$0.02,$0.20,$1.50
1,0,0,Teddiursa,Plasma Blast,$0.10,$0.25,$1.73
1,0,0,Teddiursa,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
2,0,0,Tandemaus,McDonald's Promos 2023,$0.03,$0.14,$1.49
1,0,0,Eevee - [Reverse Holofoil],SWSH04: Vivid Voltage,$0.08,$0.25,$2.00
